"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 07 21:48:59 GMT 2022","Tue Jun 07 21:49:16 GMT 2022","17381","","YoutubeTest","","YoutubeTest","settings","settings()",""
"broken","Tue Jun 07 21:49:16 GMT 2022","Tue Jun 07 21:49:33 GMT 2022","16873","","YoutubeTest","","YoutubeTest","search","search()",""
"broken","Tue Jun 07 21:50:24 GMT 2022","Tue Jun 07 21:50:41 GMT 2022","16630","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Tue Jun 07 21:48:42 GMT 2022","Tue Jun 07 21:48:59 GMT 2022","17005","","YoutubeTest","","YoutubeTest","logout","logout()",""
"broken","Tue Jun 07 21:49:50 GMT 2022","Tue Jun 07 21:50:07 GMT 2022","16813","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Tue Jun 07 21:48:24 GMT 2022","Tue Jun 07 21:48:42 GMT 2022","18076","","YoutubeTest","","YoutubeTest","login","login()",""
"broken","Tue Jun 07 21:49:33 GMT 2022","Tue Jun 07 21:49:50 GMT 2022","16829","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Tue Jun 07 21:50:07 GMT 2022","Tue Jun 07 21:50:24 GMT 2022","16970","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
