"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 07 22:21:45 GMT 2022","Tue Jun 07 22:22:02 GMT 2022","16817","","YoutubeTest","","YoutubeTest","logout","logout()",""
"broken","Tue Jun 07 22:22:02 GMT 2022","Tue Jun 07 22:22:19 GMT 2022","16491","","YoutubeTest","","YoutubeTest","settings","settings()",""
"broken","Tue Jun 07 22:23:10 GMT 2022","Tue Jun 07 22:23:27 GMT 2022","16769","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
"broken","Tue Jun 07 22:22:36 GMT 2022","Tue Jun 07 22:22:52 GMT 2022","16817","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Tue Jun 07 22:22:19 GMT 2022","Tue Jun 07 22:22:36 GMT 2022","16803","","YoutubeTest","","YoutubeTest","search","search()",""
"broken","Tue Jun 07 22:22:52 GMT 2022","Tue Jun 07 22:23:10 GMT 2022","17345","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Tue Jun 07 22:23:27 GMT 2022","Tue Jun 07 22:23:43 GMT 2022","16780","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Tue Jun 07 22:21:28 GMT 2022","Tue Jun 07 22:21:45 GMT 2022","17675","","YoutubeTest","","YoutubeTest","login","login()",""
