"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 07 08:31:34 GMT 2022","Tue Jun 07 08:31:34 GMT 2022","156","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Tue Jun 07 08:31:33 GMT 2022","Tue Jun 07 08:31:33 GMT 2022","164","","YoutubeTest","","YoutubeTest","settings","settings()",""
"broken","Tue Jun 07 08:31:33 GMT 2022","Tue Jun 07 08:31:33 GMT 2022","337","","YoutubeTest","","YoutubeTest","login","login()",""
"broken","Tue Jun 07 08:31:34 GMT 2022","Tue Jun 07 08:31:34 GMT 2022","159","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Tue Jun 07 08:31:33 GMT 2022","Tue Jun 07 08:31:33 GMT 2022","217","","YoutubeTest","","YoutubeTest","search","search()",""
"broken","Tue Jun 07 08:31:34 GMT 2022","Tue Jun 07 08:31:34 GMT 2022","159","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Tue Jun 07 08:31:33 GMT 2022","Tue Jun 07 08:31:33 GMT 2022","164","","YoutubeTest","","YoutubeTest","logout","logout()",""
"broken","Tue Jun 07 08:31:34 GMT 2022","Tue Jun 07 08:31:34 GMT 2022","159","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
