"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 07 21:04:57 GMT 2022","Tue Jun 07 21:05:11 GMT 2022","14656","","YoutubeTest","","YoutubeTest","search","search()",""
"broken","Tue Jun 07 21:05:11 GMT 2022","Tue Jun 07 21:05:26 GMT 2022","14679","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Tue Jun 07 21:05:26 GMT 2022","Tue Jun 07 21:05:41 GMT 2022","14669","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Tue Jun 07 21:05:41 GMT 2022","Tue Jun 07 21:05:55 GMT 2022","14726","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
"broken","Tue Jun 07 21:04:12 GMT 2022","Tue Jun 07 21:04:27 GMT 2022","15783","","YoutubeTest","","YoutubeTest","login","login()",""
"broken","Tue Jun 07 21:05:55 GMT 2022","Tue Jun 07 21:06:10 GMT 2022","14419","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Tue Jun 07 21:04:42 GMT 2022","Tue Jun 07 21:04:57 GMT 2022","14467","","YoutubeTest","","YoutubeTest","settings","settings()",""
"broken","Tue Jun 07 21:04:27 GMT 2022","Tue Jun 07 21:04:42 GMT 2022","14660","","YoutubeTest","","YoutubeTest","logout","logout()",""
