"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","1","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","3","","YoutubeTest","","YoutubeTest","settings","settings()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","3","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","1","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","3","","YoutubeTest","","YoutubeTest","logout","logout()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","43","","YoutubeTest","","YoutubeTest","login","login()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","2","","YoutubeTest","","YoutubeTest","search","search()",""
"broken","Fri Jun 03 07:43:36 GMT 2022","Fri Jun 03 07:43:36 GMT 2022","2","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
