"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 07 22:31:44 GMT 2022","Tue Jun 07 22:32:01 GMT 2022","16301","","YoutubeTest","","YoutubeTest","logout","logout()",""
"broken","Tue Jun 07 22:32:01 GMT 2022","Tue Jun 07 22:32:17 GMT 2022","16240","","YoutubeTest","","YoutubeTest","settings","settings()",""
"broken","Tue Jun 07 22:32:33 GMT 2022","Tue Jun 07 22:32:49 GMT 2022","16157","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Tue Jun 07 22:33:21 GMT 2022","Tue Jun 07 22:33:37 GMT 2022","15370","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Tue Jun 07 22:31:27 GMT 2022","Tue Jun 07 22:31:44 GMT 2022","17235","","YoutubeTest","","YoutubeTest","login","login()",""
"broken","Tue Jun 07 22:32:49 GMT 2022","Tue Jun 07 22:33:05 GMT 2022","15965","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Tue Jun 07 22:33:05 GMT 2022","Tue Jun 07 22:33:21 GMT 2022","16173","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
"broken","Tue Jun 07 22:32:17 GMT 2022","Tue Jun 07 22:32:33 GMT 2022","16143","","YoutubeTest","","YoutubeTest","search","search()",""
