"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 07 18:53:03 GMT 2022","Tue Jun 07 18:53:03 GMT 2022","170","","YoutubeTest","","YoutubeTest","history","history()",""
"broken","Tue Jun 07 18:53:03 GMT 2022","Tue Jun 07 18:53:03 GMT 2022","223","","YoutubeTest","","YoutubeTest","logout","logout()",""
"broken","Tue Jun 07 18:53:03 GMT 2022","Tue Jun 07 18:53:03 GMT 2022","243","","YoutubeTest","","YoutubeTest","search","search()",""
"broken","Tue Jun 07 18:53:02 GMT 2022","Tue Jun 07 18:53:03 GMT 2022","925","","YoutubeTest","","YoutubeTest","login","login()",""
"broken","Tue Jun 07 18:53:03 GMT 2022","Tue Jun 07 18:53:04 GMT 2022","168","","YoutubeTest","","YoutubeTest","historyDelete","historyDelete()",""
"broken","Tue Jun 07 18:53:04 GMT 2022","Tue Jun 07 18:53:04 GMT 2022","168","","YoutubeTest","","YoutubeTest","unSubscribe","unSubscribe()",""
"broken","Tue Jun 07 18:53:04 GMT 2022","Tue Jun 07 18:53:04 GMT 2022","172","","YoutubeTest","","YoutubeTest","subscribe","subscribe()",""
"broken","Tue Jun 07 18:53:03 GMT 2022","Tue Jun 07 18:53:03 GMT 2022","188","","YoutubeTest","","YoutubeTest","settings","settings()",""
